Local time in Lanzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.03.2020 11:00,5.9,610.0,765.9,,24,Wind blowing from the north-northeast,2,,4,10%  or less  but not 0, ,,,-5.9,10.4,,,600-1000,,,19.0,-13.1,No precipitation,6,,,,
04.03.2020 08:00,-5.4,610.3,769.1,,72,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,10.4,,,,,,4.3,-9.7,No precipitation,12,,,,
04.03.2020 05:00,-5.0,609.9,766.8,,64,Wind blowing from the west,1,,6,, ,,,-5.1,10.4,,,,,,9.0,-10.9,No precipitation,6,,,,
04.03.2020 02:00,-3.0,610.3,766.9,-0.3,53,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,10.4,,,2500 or more  or no clouds.,,,12.0,-11.4,No precipitation,12,,,,
03.03.2020 23:00,2.2,610.6,767.0,,34,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,12.0,-12.0,,,,,,
03.03.2020 20:00,4.0,609.5,767.9,1.3,29,Wind blowing from the west-southwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,10.4,,,2500 or more  or no clouds.,,,4.9,-12.4,No precipitation,12,,,,
03.03.2020 17:00,9.6,608.2,763.7,,17,Wind blowing from the north-northwest,2,,5,60%., ,,,-4.9,10.4,,,600-1000,,,28.0,-14.2,No precipitation,6,,,,
03.03.2020 14:00,8.5,609.1,765.3,-2.4,19,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,8.6,,,600-1000,,,27.0,-13.8,No precipitation,12,,,,
03.03.2020 11:00,4.4,611.5,768.4,,20,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,,,,,,,,22.0,-16.6,,,,,,
03.03.2020 08:00,-4.6,611.2,770.2,0.5,69,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,8.0,,,2500 or more  or no clouds.,,,17.0,-9.5,No precipitation,12,,,,
03.03.2020 05:00,-2.0,610.7,767.6,,38,Wind blowing from the north,1,,4,, ,,,-3.8,8.0,,,,,,17.0,-14.4,No precipitation,6,,,,
03.03.2020 02:00,-2.3,611.3,768.4,0.1,45,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,8.0,,,2500 or more  or no clouds.,,,9.0,-12.8,No precipitation,12,,,,
02.03.2020 23:00,1.5,611.2,767.9,,25,Wind blowing from the north-east,1,,,, ,,,,,,,,,,14.0,-16.3,,,,,,
02.03.2020 20:00,3.8,610.0,767.8,1.2,28,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,8.0,,,2500 or more  or no clouds.,,,17.0,-13.0,No precipitation,12,,,,
02.03.2020 17:00,7.2,608.8,765.1,,19,Wind blowing from the north,2,,7,90  or more  but not 100%, ,,,-3.8,8.0,,,,,,30.0,-14.8,No precipitation,6,,,,
02.03.2020 14:00,7.2,609.5,766.2,-1.7,21,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,7.7,,,2500 or more  or no clouds.,,,29.0,-13.6,No precipitation,12,,,,
02.03.2020 11:00,4.8,611.2,768.4,,25,Wind blowing from the north-east,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-13.5,,,,,,
02.03.2020 08:00,-2.2,610.6,768.6,1.1,65,Wind blowing from the west,2,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,7.7,,,2500 or more  or no clouds.,,,14.0,-8.0,No precipitation,12,,,,
02.03.2020 05:00,-1.9,609.5,766.4,,59,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,15.0,-9.0,,,,,,
02.03.2020 02:00,-2.4,609.4,766.4,0.0,63,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,7.7,,,2500 or more  or no clouds.,,,18.0,-8.6,No precipitation,12,,,,
01.03.2020 23:00,-0.5,609.4,767.1,,52,Wind blowing from the south-west,2,,,, ,,,,,,,,,,15.0,-9.3,,,,,,
01.03.2020 20:00,4.0,608.7,765.7,0.9,38,Wind blowing from the west-southwest,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,7.7,,,2500 or more  or no clouds.,,,14.0,-9.3,No precipitation,12,,,,
01.03.2020 17:00,6.1,607.8,763.7,,30,Wind blowing from the east,4,,10,90  or more  but not 100%, ,,,-1.0,9.7,,,,,,28.0,-10.5,No precipitation,6,,,,
01.03.2020 14:00,6.0,609.1,765.2,-3.3,28,Wind blowing from the east,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,10.8,,,2500 or more  or no clouds.,,,25.0,-11.1,No precipitation,12,,,,
01.03.2020 11:00,2.0,612.4,770.4,,34,Wind blowing from the south-east,3,,5,90  or more  but not 100%, ,,,-1.0,,,,,,,30.0,-12.2,No precipitation,6,,,,
01.03.2020 08:00,-0.8,612.6,770.4,0.3,51,Wind blowing from the north,0,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,10.8,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
01.03.2020 05:00,-0.1,612.3,768.2,,40,Wind blowing from the north-west,2,,9,, ,,,-3.6,10.8,,,,,,28.0,-12.3,No precipitation,6,,,,
01.03.2020 02:00,0.6,613.0,769.2,0.2,36,Wind blowing from the west-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,10.8,,,2500 or more  or no clouds.,,,25.0,-13.0,No precipitation,12,,,,
29.02.2020 23:00,1.0,612.8,769.8,,37,Wind blowing from the north-west,1,,,, ,,,,,,,,,,14.0,-12.3,,,,,,
29.02.2020 20:00,4.7,610.7,768.9,2.7,26,Wind blowing from the north-northeast,4,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,10.8,,,2500 or more  or no clouds.,,,21.0,-13.1,No precipitation,12,,,,
29.02.2020 17:00,9.6,608.0,764.0,,17,Wind blowing from the north,4,,7,70 – 80%., ,,,-3.8,15.2,,,2500 or more  or no clouds.,,,29.0,-14.2,No precipitation,6,,,,
29.02.2020 14:00,8.9,608.6,763.7,-1.3,18,Wind blowing from the east,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,15.5,,,2500 or more  or no clouds.,,,25.0,-14.1,No precipitation,12,,,,
29.02.2020 11:00,5.6,609.9,766.9,,27,Wind blowing from the north-northwest,2,,,40%., ,,,,,,,2500 or more  or no clouds.,,,23.0,-12.3,,,,,,
29.02.2020 08:00,-3.5,608.5,766.6,1.4,53,Wind blowing from the west-northwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,,,,2500 or more  or no clouds.,,,17.0,-11.9,No precipitation,12,,,,
29.02.2020 05:00,-3.7,607.1,761.2,,58,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,13.0,-10.9,,,,,,
29.02.2020 02:00,0.4,606.7,760.3,0.9,42,Wind blowing from the west-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,15.5,,,2500 or more  or no clouds.,,,15.0,-11.2,No precipitation,12,,,,
28.02.2020 23:00,-1.4,605.8,761.9,,46,Wind blowing from the south-west,1,,7,,Haze. ,,,-7.9,15.5,,,,,,1.2,-11.7,No precipitation,6,,,,
28.02.2020 20:00,3.2,605.2,763.5,0.6,35,Wind blowing from the south-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,15.5,,,,,,6.0,-11.1,No precipitation,12,,,,
28.02.2020 17:00,14.9,604.6,759.2,,8,Wind blowing from the west-northwest,3,,7,no clouds, ,,,-7.9,15.5,,,,,,30.0,-19.1,No precipitation,6,,,,
28.02.2020 14:00,12.5,605.8,760.4,-2.3,25,Wind blowing from the north-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,12.8,,,,,,26.0,-6.9,No precipitation,12,,,,
28.02.2020 11:00,5.3,608.1,765.4,,64,Wind blowing from the east-northeast,2,,3,no clouds, ,,,-7.9,5.4,,,,,,13.0,-1.1,No precipitation,6,,,,
28.02.2020 08:00,-6.7,608.2,768.9,0.0,100,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.3,,,,,,3.8,-6.7,No precipitation,12,,,,
28.02.2020 05:00,-7.3,608.2,767.6,,98,Wind blowing from the south-southwest,1,,4,,Mist. ,,,-7.3,4.3,,,,,,4.4,-7.6,No precipitation,6,,,,
28.02.2020 02:00,-3.8,609.4,768.3,-1.5,100,Wind blowing from the west-northwest,1,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,4.3,,,2500 or more  or no clouds.,,,0.1,-3.8,0.1,12,,,,
27.02.2020 23:00,-3.6,610.9,770.5,,100,Wind blowing from the north-west,1,,6,,Mist. ,,,-4.2,6.7,,,,,,1.3,-3.6,No precipitation,6,,,,
27.02.2020 20:00,-1.9,611.1,769.3,0.5,100,Wind blowing from the north-northeast,1,,8,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.9,,,1000-1500,,,3.9,-1.9,0.6,12,,,,
27.02.2020 17:00,2.7,610.6,767.8,,83,Wind blowing from the north,2,,8,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,,,,1000-1500,,,16.0,0.0,0.4,6,,,,
27.02.2020 14:00,1.9,610.9,767.6,-0.9,93,Wind blowing from the north,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,,,,2500 or more  or no clouds.,,,11.0,0.9,0.5,12,,,,
27.02.2020 11:00,0.8,611.8,768.2,,94,Wind blowing from the west,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,13.3,,,2500 or more  or no clouds.,,,2.3,-0.1,0.2,6,,,,
27.02.2020 08:00,3.2,610.6,765.3,0.8,35,Wind blowing from the north-northwest,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,13.3,,,2500 or more  or no clouds.,,,14.0,-11.1,No precipitation,12,,,,
27.02.2020 05:00,1.6,609.8,763.6,,47,Wind blowing from the south,1,,8,, ,,,-5.2,13.3,,,,,,12.0,-8.7,No precipitation,6,,,,
27.02.2020 02:00,4.3,610.6,764.3,-0.3,29,Wind blowing from the north-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,13.3,,,2500 or more  or no clouds.,,,16.0,-12.1,No precipitation,12,,,,
26.02.2020 23:00,6.8,610.9,765.2,,36,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,16.0,-7.5,,,,,,
26.02.2020 20:00,8.9,609.3,765.7,2.4,49,Wind blowing from the north-northwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,13.3,,,2500 or more  or no clouds.,,,14.0,-1.2,No precipitation,12,,,,
26.02.2020 17:00,12.9,606.9,761.3,,33,Wind blowing from the north-northeast,1,,6,no clouds, ,,,-5.2,13.7,,,,,,16.0,-2.9,No precipitation,6,,,,
26.02.2020 14:00,10.9,607.3,762.2,-1.0,33,Wind blowing from the east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,13.7,,,,,,14.0,-4.7,No precipitation,12,,,,
26.02.2020 11:00,6.7,608.3,763.3,,39,Wind blowing from the north-northeast,2,,,no clouds, ,,,,,,,,,,11.0,-6.5,,,,,,
26.02.2020 08:00,-3.2,607.9,764.4,0.4,60,Wind blowing from the west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,13.7,,,,,,9.0,-10.0,No precipitation,12,,,,
26.02.2020 05:00,-2.9,607.5,761.9,,58,Wind blowing from the west,1,,4,, ,,,-6.5,13.7,,,,,,10.0,-10.1,No precipitation,6,,,,
26.02.2020 02:00,-2.2,608.3,763.5,-0.5,51,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,13.7,,,2500 or more  or no clouds.,,,10.0,-11.1,No precipitation,12,,,,
25.02.2020 23:00,2.9,608.8,764.2,,34,Wind blowing from the west-southwest,2,,5,,Haze. ,,,-6.5,13.7,,,,,,6.0,-11.7,No precipitation,6,,,,
25.02.2020 20:00,7.6,607.8,765.1,,22,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,13.7,,,,,,10.0,-12.7,No precipitation,12,,,,
25.02.2020 14:00,10.9,607.1,762.2,-1.7,15,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,12.6,,,,,,16.0,-14.7,No precipitation,12,,,,
25.02.2020 11:00,5.5,608.8,764.9,,22,Wind blowing from the north-east,2,,,no clouds, ,,,,,,,,,,14.0,-14.5,,,,,,
25.02.2020 08:00,-6.0,608.4,766.7,0.9,59,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,12.6,,,,,,8.0,-12.8,No precipitation,12,,,,
25.02.2020 05:00,-4.8,607.5,762.7,,48,Wind blowing from the north-west,1,,5,, ,,,-4.8,12.6,,,,,,14.0,-14.3,No precipitation,6,,,,
25.02.2020 02:00,-2.9,607.9,763.0,-0.3,42,Wind blowing from the west,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,12.6,,,2500 or more  or no clouds.,,,6.0,-14.2,No precipitation,12,,,,
24.02.2020 23:00,0.5,608.2,763.6,,27,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,14.0,-16.3,,,,,,
24.02.2020 20:00,4.8,607.9,764.2,1.5,21,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,12.6,,,,,,7.0,-15.6,No precipitation,12,,,,
24.02.2020 17:00,12.6,606.4,761.0,,11,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-5.0,12.6,,,,,,29.0,-17.1,No precipitation,6,,,,
24.02.2020 14:00,11.3,607.5,763.0,-1.5,11,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,11.5,,,,,,27.0,-18.1,No precipitation,12,,,,
24.02.2020 11:00,7.7,609.0,765.3,,15,Wind blowing from the north,3,,,no clouds, ,,,,,,,,,,23.0,-17.3,,,,,,
24.02.2020 08:00,0.2,607.9,764.2,1.2,34,Wind blowing from the west-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,9.8,,,,,,17.0,-14.1,No precipitation,12,,,,
24.02.2020 05:00,-3.5,606.7,762.5,,84,Wind blowing from the west,2,,7,,Mist. ,,,-8.3,9.8,,,,,,7.0,-5.9,No precipitation,6,,,,
