Local time in Pingliang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
31.01.2020 02:00,-4.0,641.2,768.1,-0.4,65,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.5,,,2500 or more  or no clouds.,,,21.0,-9.7,No precipitation,12,,,,
30.01.2020 23:00,-2.1,641.6,769.3,,52,Wind blowing from the west,1,,9,, ,,,-7.9,7.5,,,,,,18.0,-10.8,No precipitation,6,,,,
30.01.2020 20:00,2.2,640.9,769.7,1.2,34,Wind blowing from the south-east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.5,,,,,,20.0,-12.3,No precipitation,12,,,,
30.01.2020 17:00,6.8,639.7,766.6,,30,Wind blowing from the east,4,,9,no clouds, ,,,-7.9,7.5,,,,,,23.0,-9.5,No precipitation,6,,,,
30.01.2020 14:00,6.4,640.5,767.6,-2.2,34,Wind blowing from the east,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.5,,,,,,22.0,-8.3,No precipitation,12,,,,
30.01.2020 11:00,1.6,642.7,771.1,,31,Wind blowing from the north-east,1,,5,no clouds, ,,,-7.9,7.5,,,,,,23.0,-14.0,No precipitation,6,,,,
30.01.2020 08:00,-7.2,642.4,772.0,0.1,55,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.5,,,,,,27.0,-14.8,No precipitation,12,,,,
30.01.2020 05:00,-5.9,642.3,769.9,,48,Wind blowing from the west,2,,6,, ,,,-8.4,7.5,,,,,,30.0,-15.3,No precipitation,6,,,,
30.01.2020 02:00,-5.5,643.3,771.1,-0.9,47,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.5,,,2500 or more  or no clouds.,,,28.0,-15.2,No precipitation,12,,,,
29.01.2020 23:00,-3.6,644.2,773.5,,43,Wind blowing from the west,2,,7,, ,,,-8.4,7.5,,,,,,21.0,-14.6,No precipitation,6,,,,
29.01.2020 20:00,0.1,643.9,774.1,1.2,39,Wind blowing from the south,0,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.5,,,2500 or more  or no clouds.,,,9.0,-12.5,No precipitation,12,,,,
29.01.2020 17:00,6.3,642.7,770.8,,13,Wind blowing from the north-northeast,3,,7,no clouds, ,,,-8.4,7.5,,,,,,30.0,-20.1,No precipitation,6,,,,
29.01.2020 14:00,5.7,643.2,771.3,-1.7,25,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,5.7,,,,,,24.0,-12.7,No precipitation,12,,,,
29.01.2020 11:00,-0.7,644.9,774.3,,46,Wind blowing from the north-east,1,,5,no clouds, ,,,-8.4,4.4,,,,,,20.0,-11.1,No precipitation,6,,,,
29.01.2020 08:00,-8.4,644.2,774.6,0.4,80,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,4.4,,,,,,15.0,-11.3,No precipitation,12,,,,
29.01.2020 05:00,-7.3,643.8,772.7,,82,Wind blowing from the west,2,,5,, ,,,-7.7,4.4,,,,,,14.0,-9.9,No precipitation,6,,,,
29.01.2020 02:00,-6.4,644.2,773.2,0.0,80,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.4,,,2500 or more  or no clouds.,,,14.0,-9.3,No precipitation,12,,,,
28.01.2020 23:00,-3.7,644.2,773.5,,71,Wind blowing from the north-west,2,,5,, ,,,-7.7,4.4,,,,,,13.0,-8.3,No precipitation,6,,,,
28.01.2020 20:00,-0.6,643.3,773.3,1.8,58,Wind blowing from the west,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.4,,,2500 or more  or no clouds.,,,14.0,-8.0,No precipitation,12,,,,
28.01.2020 17:00,3.8,641.5,769.8,,40,Wind blowing from the north-northeast,1,,6,20–30%., ,,,-7.7,4.4,,,2500 or more  or no clouds.,,,19.0,-8.8,No precipitation,6,,,,
28.01.2020 14:00,3.2,641.3,769.5,-1.2,42,Wind blowing from the north-east,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,3.7,,,2500 or more  or no clouds.,,,18.0,-8.7,No precipitation,12,,,,
28.01.2020 11:00,-1.2,642.5,771.9,,69,Wind blowing from the north,1,,6,70 – 80%., ,,,-7.7,2.2,,,2500 or more  or no clouds.,,,15.0,-6.3,No precipitation,6,,,,
28.01.2020 08:00,-7.7,641.6,772.0,0.6,90,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,2.2,,,2500 or more  or no clouds.,,,13.0,-9.1,No precipitation,12,,,,
28.01.2020 05:00,-6.4,641.0,770.2,,94,Wind blowing from the west,2,,5,, ,,,-6.4,2.2,,,,,,11.0,-7.2,No precipitation,6,,,,
28.01.2020 02:00,-5.6,641.7,770.3,-0.1,97,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.2,,,2500 or more  or no clouds.,,,10.0,-6.0,No precipitation,12,,,,
27.01.2020 23:00,-5.1,641.8,770.9,,100,Wind blowing from the west-southwest,2,,7,, ,,,-5.1,2.2,,,,,,9.0,-5.1,No precipitation,6,,,,
27.01.2020 20:00,-3.1,641.0,770.3,1.1,94,Wind blowing from the east,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,2.2,,,2500 or more  or no clouds.,,,13.0,-4.0,No precipitation,12,,,,
27.01.2020 17:00,0.0,639.9,768.1,,70,Wind blowing from the east,4,,7,90  or more  but not 100%, ,,,-4.1,2.2,,,2500 or more  or no clouds.,,,21.0,-4.9,No precipitation,6,,,,
27.01.2020 14:00,1.6,640.0,767.7,-1.4,55,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,2.2,,,2500 or more  or no clouds.,,,20.0,-6.6,No precipitation,12,,,,
27.01.2020 11:00,-0.8,641.4,769.9,,83,Wind blowing from the east,2,,4,90  or more  but not 100%, ,,,-4.1,-0.7,,,,,,11.0,-3.4,No precipitation,6,,,,
27.01.2020 08:00,-4.1,640.8,769.9,0.4,100,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,-1.5,,,1500-2000,,,8.0,-4.1,Trace of precipitation,12,,,,
