Local time in Jiuquan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 05:00,-6.9,648.3,779.5,,43,Wind blowing from the west,3,,14,, ,,,-11.6,2.6,,,,,,30.0,-17.6,No precipitation,6,,,,
20.02.2020 02:00,-5.3,648.4,779.1,0.6,62,Wind blowing from the north,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,2.6,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,12,,,,
19.02.2020 23:00,-1.1,647.8,778.6,,41,Wind blowing from the north-west,5,,,, ,,,,,,,,,,23.0,-12.9,,,,,,
19.02.2020 20:00,-0.1,646.6,779.1,3.2,25,Wind blowing from the north-west,7,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,2.6,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
19.02.2020 17:00,1.5,643.4,774.3,,23,Wind blowing from the north-northwest,5,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-17.3,,,,,,
19.02.2020 14:00,2.2,642.0,771.8,2.3,20,Wind blowing from the north-northwest,7,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,4.4,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
19.02.2020 11:00,-2.5,639.7,768.7,,31,Wind blowing from the north-northwest,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-17.6,,,,,,
19.02.2020 08:00,-11.0,637.6,768.2,0.8,51,Wind blowing from the north-northwest,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,4.4,,,2500 or more  or no clouds.,,,27.0,-19.3,No precipitation,12,,,,
19.02.2020 05:00,-9.2,636.8,765.7,,47,Wind blowing from the south-west,2,,5,, ,,,-9.3,4.4,,,,,,29.0,-18.6,No precipitation,6,,,,
19.02.2020 02:00,-7.0,638.2,767.0,-1.9,34,Wind blowing from the south-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,4.4,,,2500 or more  or no clouds.,,,25.0,-20.5,No precipitation,12,,,,
18.02.2020 23:00,-1.1,640.1,768.8,,27,Wind blowing from the south-east,3,,6,, ,,,-8.9,4.4,,,,,,20.0,-17.7,No precipitation,6,,,,
18.02.2020 20:00,-0.3,641.1,771.7,-0.2,31,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,4.4,,,2500 or more  or no clouds.,,,15.0,-15.7,No precipitation,12,,,,
18.02.2020 17:00,3.8,641.3,770.8,,21,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,-8.9,4.4,,,2500 or more  or no clouds.,,,25.0,-16.5,No precipitation,6,,,,
18.02.2020 14:00,3.4,642.3,771.3,-2.1,21,Wind blowing from the north-east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.6,,,2500 or more  or no clouds.,,,22.0,-16.8,No precipitation,12,,,,
18.02.2020 11:00,-0.8,644.4,774.6,,27,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%, ,,,-8.9,3.1,,,2500 or more  or no clouds.,,,17.0,-17.4,No precipitation,6,,,,
18.02.2020 08:00,-8.4,644.8,776.4,0.3,44,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.1,,,2500 or more  or no clouds.,,,17.0,-18.7,No precipitation,12,,,,
18.02.2020 05:00,-8.0,644.5,775.0,,44,Wind blowing from the south-southwest,1,,6,, ,,,-11.6,3.1,,,,,,15.0,-18.3,No precipitation,6,,,,
18.02.2020 02:00,-4.8,645.5,775.7,-1.0,33,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,3.1,,,2500 or more  or no clouds.,,,15.0,-18.9,No precipitation,12,,,,
17.02.2020 23:00,-3.6,646.5,777.9,,31,Wind blowing from the north-west,2,,,, ,,,,,,,,,,14.0,-18.6,,,,,,
17.02.2020 20:00,-1.0,646.3,778.3,0.6,24,Wind blowing from the north-northwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,3.1,,,2500 or more  or no clouds.,,,14.0,-19.0,No precipitation,12,,,,
17.02.2020 17:00,2.8,645.7,777.4,,18,Wind blowing from the north-east,2,,6,90  or more  but not 100%, ,,,-11.6,3.1,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,6,,,,
17.02.2020 14:00,1.2,646.0,777.7,-2.1,19,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.7,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
17.02.2020 11:00,-3.7,648.1,780.7,,26,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%, ,,,-11.6,0.5,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,6,,,,
17.02.2020 08:00,-8.4,648.4,781.3,1.0,32,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,0.5,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,12,,,,
17.02.2020 05:00,-11.6,647.4,780.1,,40,Wind blowing from the west,3,,6,, ,,,-13.7,0.5,,,,,,30.0,-22.7,No precipitation,6,,,,
17.02.2020 02:00,-9.8,647.4,780.1,-0.1,28,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.5,,,2500 or more  or no clouds.,,,30.0,-24.8,No precipitation,12,,,,
16.02.2020 23:00,-7.0,647.5,780.6,,23,Wind blowing from the north,2,,,, ,,,,,,,,,,24.0,-24.6,,,,,,
16.02.2020 20:00,-3.1,646.6,780.4,0.7,22,Wind blowing from the north-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.5,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,12,,,,
16.02.2020 17:00,-0.1,645.9,778.5,,17,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-22.2,,,,,,
16.02.2020 14:00,-1.7,645.1,777.7,-0.8,19,Wind blowing from the east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-1.3,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
16.02.2020 11:00,-6.1,645.9,778.9,,28,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-21.6,,,,,,
16.02.2020 08:00,-12.8,645.7,780.0,0.3,42,Wind blowing from the south-west,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-2.1,,,2500 or more  or no clouds.,,,30.0,-23.0,No precipitation,12,,,,
16.02.2020 05:00,-12.3,645.4,778.6,,40,Wind blowing from the north-northeast,2,,7,, ,,,-17.6,-2.1,,,,,,30.0,-23.1,No precipitation,6,,,,
16.02.2020 02:00,-10.8,646.0,779.7,-0.7,33,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-2.1,,,2500 or more  or no clouds.,,,30.0,-24.2,No precipitation,12,,,,
15.02.2020 23:00,-7.9,646.7,781.1,,24,Wind blowing from the east,2,,8,, ,,,-17.6,-2.1,,,,,,22.0,-24.9,No precipitation,6,,,,
15.02.2020 20:00,-6.0,647.3,783.3,0.1,28,Wind blowing from the east-northeast,1,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-2.1,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
15.02.2020 17:00,-2.4,647.2,782.0,,22,Wind blowing from the east,5,,8,90  or more  but not 100%, ,,,-17.6,-2.2,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,6,,,,
15.02.2020 14:00,-5.2,648.4,783.4,-1.8,31,Wind blowing from the east-southeast,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-5.2,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
15.02.2020 11:00,-10.3,650.2,786.7,,52,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-18.4,,,,,,
15.02.2020 08:00,-17.4,650.2,788.0,0.1,72,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-6.7,,,,,,30.0,-21.3,No precipitation,12,,,,
15.02.2020 05:00,-16.9,650.1,786.8,,69,Wind blowing from the west-southwest,2,,8,, ,,,-16.9,-6.7,,,,,,30.0,-21.3,No precipitation,6,,,,
15.02.2020 02:00,-14.1,650.5,787.0,-0.3,73,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-6.7,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
14.02.2020 23:00,-12.6,650.8,787.7,,64,Wind blowing from the east,2,,,, ,,,,,,,,,,30.0,-18.1,,,,,,
14.02.2020 20:00,-10.5,650.5,787.6,1.1,49,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.2,,,2500 or more  or no clouds.,,,30.0,-19.3,2.0,12,,,,
14.02.2020 17:00,-7.3,649.4,785.0,,40,Wind blowing from the east,4,,8,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-0.6,,,1000-1500,,,30.0,-18.8,1.0,6,,,,
14.02.2020 14:00,-9.3,649.3,784.9,-0.2,62,Wind blowing from the east-northeast,4,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,,,,1000-1500,,,30.0,-15.3,2.0,12,,,,
14.02.2020 11:00,-11.5,649.5,784.9,,73,Wind blowing from the east,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-0.4,,,2500 or more  or no clouds.,,,30.0,-15.4,0.6,6,,,,
14.02.2020 08:00,-14.4,647.5,782.3,2.1,76,Wind blowing from the east-southeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-0.4,,,,,,30.0,-17.8,No precipitation,12,,,,
14.02.2020 05:00,-13.4,645.4,778.4,,52,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,30.0,-21.3,,,,,,
14.02.2020 02:00,-11.4,644.9,777.5,1.0,44,Wind blowing from the north-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,2.8,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
13.02.2020 23:00,-8.4,643.9,776.5,,35,Wind blowing from the east,2,,,, ,,,,,,,,,,24.0,-21.1,,,,,,
13.02.2020 20:00,-5.1,642.8,775.2,1.3,22,Wind blowing from the north-east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,4.3,,,,,,28.0,-23.5,No precipitation,12,,,,
13.02.2020 17:00,-0.6,641.5,770.8,,17,Wind blowing from the north,3,,,no clouds, ,,,,,,,,,,30.0,-22.6,,,,,,
13.02.2020 14:00,-1.7,641.4,769.6,-1.1,32,Wind blowing from the north,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,10.1,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
13.02.2020 11:00,-5.4,642.5,772.6,,29,Wind blowing from the west-northwest,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-20.6,,,,,,
13.02.2020 08:00,-8.7,640.7,770.3,3.2,43,Wind blowing from the west,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,10.1,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
13.02.2020 05:00,-2.6,637.5,763.3,,44,Wind blowing from the north,2,,,, ,,,,,,,,,,30.0,-13.4,,,,,,
13.02.2020 02:00,2.7,636.1,761.0,0.3,20,Wind blowing from the north-northwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,10.1,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
12.02.2020 23:00,0.1,635.8,762.4,,21,Wind blowing from the south-west,1,,,, ,,,,,,,,,,23.0,-19.6,,,,,,
12.02.2020 20:00,3.8,635.2,762.9,0.1,15,Wind blowing from the east-southeast,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,10.1,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
12.02.2020 17:00,9.9,635.1,760.8,,9,Wind blowing from the north,2,,9,90  or more  but not 100%, ,,,-6.9,11.6,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,6,,,,
12.02.2020 14:00,7.7,635.5,761.2,-0.8,10,Wind blowing from the north,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,12.2,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
12.02.2020 11:00,2.9,636.3,763.3,,13,Calm  no wind,0,,,60%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-22.8,,,,,,
12.02.2020 08:00,-5.3,634.6,762.0,0.7,27,Wind blowing from the south-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,12.2,,,,,,30.0,-21.3,No precipitation,12,,,,
12.02.2020 05:00,-3.8,633.9,758.9,,22,Wind blowing from the south-west,3,,6,, ,,,-7.4,12.2,,,,,,30.0,-22.4,No precipitation,6,,,,
12.02.2020 02:00,-1.4,635.3,760.6,-0.8,15,Wind blowing from the south-southwest,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,12.2,,,2500 or more  or no clouds.,,,30.0,-24.7,No precipitation,12,,,,
11.02.2020 23:00,-1.0,636.1,762.4,,14,Wind blowing from the south-west,3,,6,, ,,,-7.8,12.2,,,,,,28.0,-25.1,No precipitation,6,,,,
11.02.2020 20:00,4.0,636.1,764.3,-0.3,12,Wind blowing from the south,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,12.2,,,2500 or more  or no clouds.,,,21.0,-22.8,No precipitation,12,,,,
11.02.2020 17:00,11.6,636.4,762.4,,6,Wind blowing from the south-east,2,,6,90  or more  but not 100%, ,,,-7.8,12.2,,,2500 or more  or no clouds.,,,30.0,-24.8,No precipitation,6,,,,
11.02.2020 14:00,9.4,636.9,763.3,-0.6,9,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,13.0,,,,,,30.0,-21.9,No precipitation,12,,,,
11.02.2020 11:00,5.5,637.5,764.5,,11,Wind blowing from the west-northwest,1,,,no clouds, ,,,,,,,,,,30.0,-22.6,,,,,,
11.02.2020 08:00,-7.4,636.9,765.6,0.1,22,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,,,,,,,30.0,-25.4,No precipitation,12,,,,
11.02.2020 05:00,-5.3,636.8,763.0,,18,Wind blowing from the south-west,3,,7,, ,,,-7.8,13.2,,,,,,30.0,-25.9,No precipitation,6,,,,
11.02.2020 02:00,-4.6,637.3,762.9,-0.5,21,Wind blowing from the south-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,13.2,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
10.02.2020 23:00,-2.6,637.8,764.8,,15,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,30.0,-25.7,,,,,,
10.02.2020 20:00,2.8,637.6,766.1,0.7,11,Wind blowing from the west-northwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,13.2,,,,,,30.0,-24.8,No precipitation,12,,,,
10.02.2020 17:00,11.0,636.9,762.7,,5,Wind blowing from the north,4,,,no clouds, ,,,,,,,,,,30.0,-27.2,,,,,,
10.02.2020 14:00,12.8,636.7,761.2,-1.0,4,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,13.2,,,,,,30.0,-28.4,No precipitation,12,,,,
10.02.2020 11:00,5.8,637.7,764.2,,8,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,30.0,-26.0,,,,,,
10.02.2020 08:00,-6.2,636.9,765.1,-0.2,22,Wind blowing from the south-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,9.6,,,,,,30.0,-24.4,No precipitation,12,,,,
10.02.2020 05:00,-3.9,637.1,763.4,,20,Wind blowing from the south-west,3,,6,, ,,,-8.6,9.6,,,,,,30.0,-23.5,No precipitation,6,,,,
10.02.2020 02:00,-0.4,638.3,764.4,-1.5,15,Wind blowing from the south-west,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,9.6,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
09.02.2020 23:00,-1.1,639.8,767.8,,16,Wind blowing from the south-west,4,,6,, ,,,-8.6,9.6,,,,,,30.0,-23.7,No precipitation,6,,,,
09.02.2020 20:00,3.9,640.3,769.6,-0.2,12,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,9.6,,,,,,30.0,-22.9,No precipitation,12,,,,
09.02.2020 17:00,9.2,640.5,768.1,,7,Wind blowing from the east-southeast,2,,4,10%  or less  but not 0, ,,,-8.6,9.6,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,6,,,,
09.02.2020 14:00,7.5,641.9,769.9,-2.1,12,Wind blowing from the north-east,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,8.1,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
09.02.2020 11:00,1.5,644.0,773.5,,18,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-8.6,8.1,,,,,,30.0,-20.2,No precipitation,6,,,,
09.02.2020 08:00,-7.7,644.4,774.7,-1.1,32,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,8.1,,,,,,30.0,-21.5,No precipitation,12,,,,
09.02.2020 05:00,-6.7,645.5,774.4,,38,Wind blowing from the south-west,3,,7,, ,,,-10.2,8.1,,,,,,30.0,-18.9,No precipitation,6,,,,
09.02.2020 02:00,-5.1,646.9,776.2,-0.7,32,Wind blowing from the south-west,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,8.1,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
08.02.2020 23:00,-3.4,647.6,778.1,,27,Wind blowing from the west-southwest,3,,7,, ,,,-10.2,8.1,,,,,,30.0,-19.7,No precipitation,6,,,,
08.02.2020 20:00,2.7,647.6,779.0,1.0,18,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,8.1,,,,,,30.0,-19.2,No precipitation,12,,,,
08.02.2020 17:00,8.1,646.6,776.1,,12,Wind blowing from the north,2,,6,no clouds, ,,,-10.2,8.1,,,,,,30.0,-19.6,No precipitation,6,,,,
08.02.2020 14:00,6.1,647.2,777.0,-1.2,13,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,6.7,,,,,,30.0,-20.2,No precipitation,12,,,,
08.02.2020 11:00,0.4,648.4,779.5,,24,Wind blowing from the south-west,2,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,30.0,-17.8,,,,,,
08.02.2020 08:00,-9.1,647.5,779.5,0.3,44,Wind blowing from the south-west,3,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,5.8,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
08.02.2020 05:00,-8.3,647.2,777.7,,46,Wind blowing from the south-west,3,,10,, ,,,-9.0,5.8,,,,,,30.0,-18.0,No precipitation,6,,,,
08.02.2020 02:00,-7.0,647.5,777.6,0.0,42,Wind blowing from the south-west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,5.8,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
07.02.2020 23:00,-4.8,647.5,778.0,,30,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,30.0,-19.7,,,,,,
07.02.2020 20:00,-0.1,646.3,778.0,1.4,24,Wind blowing from the north-west,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,5.8,,,,,,30.0,-18.2,No precipitation,12,,,,
07.02.2020 17:00,5.2,644.9,774.7,,16,Wind blowing from the north-northwest,6,,,no clouds, ,,,,,,,,,,30.0,-18.5,,,,,,
07.02.2020 14:00,5.2,644.3,773.8,-0.8,14,Wind blowing from the north-northwest,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,6.1,,,,,,30.0,-20.1,No precipitation,12,,,,
07.02.2020 11:00,1.7,645.1,775.3,,20,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,30.0,-18.8,,,,,,
07.02.2020 08:00,-8.2,643.9,775.5,1.1,39,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,6.1,,,,,,30.0,-19.9,No precipitation,12,,,,
07.02.2020 05:00,-7.6,642.8,772.1,,38,Wind blowing from the south-west,3,,,, ,,,,,,,,,,30.0,-19.7,,,,,,
07.02.2020 02:00,-7.1,642.7,772.1,0.4,30,Wind blowing from the south-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,6.1,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
06.02.2020 23:00,-5.4,642.3,773.0,,32,Wind blowing from the south-west,3,,,, ,,,,,,,,,,20.0,-19.8,,,,,,
06.02.2020 20:00,-1.8,640.8,772.1,1.5,22,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,6.1,,,,,,30.0,-20.7,No precipitation,12,,,,
06.02.2020 17:00,5.5,639.3,768.1,,13,Wind blowing from the east,2,,,no clouds, ,,,-10.4,6.1,,,,,,30.0,-20.7,No precipitation,6,,,,
