Local time in Hechi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 20:00,12.2,738.1,761.3,1.2,85,Wind blowing from the north-northeast,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,20.5,,,600-1000,,,8.0,9.8,No precipitation,12,,,,
10.01.2020 17:00,13.6,736.9,760.0,,80,Wind blowing from the east-northeast,5,,8,100%., ,,,13.6,21.3,,,600-1000,,,7.0,10.2,No precipitation,6,,,,
10.01.2020 14:00,16.6,736.6,759.5,,72,Wind blowing from the north-northeast,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,21.3,,,2500 or more  or no clouds.,,,6.0,11.5,No precipitation,12,,,,
10.01.2020 11:00,16.8,739.1,762.1,,76,Wind blowing from the north-northeast,2,,5,, ,,,16.6,21.5,,,,,,7.0,12.5,No precipitation,6,,,,
10.01.2020 08:00,16.9,737.8,760.6,1.4,81,Wind blowing from the south,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,21.5,,,600-1000,,,7.0,13.6,No precipitation,12,,,,
10.01.2020 05:00,17.8,736.4,759.2,,82,Wind blowing from the south-southeast,3,,6,,Mist. ,,,17.8,21.5,,,,,,5.0,14.7,No precipitation,6,,,,
10.01.2020 02:00,19.5,736.6,759.3,-0.1,81,Wind blowing from the south-east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,21.5,,,2500 or more  or no clouds.,,,4.4,16.2,No precipitation,12,,,,
09.01.2020 23:00,20.0,736.7,759.4,,80,Wind blowing from the east,1,,6,,Mist. ,,,,21.5,,,,,,5.0,16.4,No precipitation,6,,,,
09.01.2020 20:00,20.5,736.3,759.1,0.5,77,Wind blowing from the east-southeast,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,21.5,,,600-1000,,,6.0,16.3,No precipitation,12,,,,
09.01.2020 17:00,21.2,735.8,758.5,,72,Wind blowing from the east,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,21.5,,,600-1000,,,6.0,16.0,No precipitation,6,,,,
09.01.2020 14:00,21.3,736.8,759.6,-2.4,69,Wind blowing from the east,3,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,21.5,,,600-1000,,,7.0,15.4,No precipitation,12,,,,
09.01.2020 11:00,21.0,739.2,762.1,,68,Wind blowing from the south-southeast,2,,,90  or more  but not 100%, ,,,17.4,21.1,,,600-1000,,,7.0,14.9,No precipitation,6,,,,
09.01.2020 08:00,19.2,738.3,761.2,1.1,76,Wind blowing from the east-southeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,19.9,,,600-1000,,,7.0,14.9,No precipitation,12,,,,
09.01.2020 05:00,19.6,737.2,760.0,,75,Wind blowing from the east,3,,4,, ,,,15.9,19.9,,,,,,7.0,15.1,No precipitation,6,,,,
09.01.2020 02:00,17.9,737.8,760.6,-0.6,85,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,19.9,,,2500 or more  or no clouds.,,,5.0,15.3,No precipitation,12,,,,
08.01.2020 23:00,18.0,738.4,761.4,,83,Wind blowing from the south-southwest,1,,6,,Mist. ,,,15.6,19.9,,,,,,5.0,15.1,No precipitation,6,,,,
08.01.2020 20:00,18.0,738.1,761.1,0.5,81,Wind blowing from the west,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,19.9,,,600-1000,,,5.0,14.7,Trace of precipitation,12,,,,
08.01.2020 17:00,19.7,737.6,760.6,,69,Wind blowing from the east-northeast,2,,7,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,24.7,,,600-1000,,,6.0,13.9,No precipitation,6,,,,
08.01.2020 14:00,18.9,739.3,762.3,-2.9,68,Wind blowing from the east-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,,,,600-1000,,,7.0,12.9,Trace of precipitation,12,,,,
08.01.2020 11:00,17.3,742.2,765.4,,72,Wind blowing from the south-southeast,4,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,,,,600-1000,,,10.0,12.2,No precipitation,6,,,,
08.01.2020 08:00,17.4,740.8,763.7,0.6,78,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,25.6,,,600-1000,,,8.0,13.5,No precipitation,12,,,,
08.01.2020 05:00,15.9,740.2,763.0,,92,Wind blowing from the west-northwest,1,,4,,Mist. ,,,15.6,25.6,,,,,,7.0,14.6,No precipitation,6,,,,
08.01.2020 02:00,15.8,740.1,763.0,0.2,93,Wind blowing from the south-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,25.6,,,2500 or more  or no clouds.,,,6.0,14.7,No precipitation,12,,,,
07.01.2020 23:00,16.9,739.9,762.9,,89,Wind blowing from the south-west,1,,5,,Mist. ,,,16.4,25.6,,,,,,7.0,15.1,No precipitation,6,,,,
07.01.2020 20:00,19.8,739.5,762.4,1.5,78,Wind blowing from the south-southwest,1,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,25.6,,,600-1000,,,6.0,15.9,No precipitation,12,,,,
07.01.2020 17:00,24.7,738.0,760.7,,54,Wind blowing from the east,3,,7,20–30%., ,,,16.4,25.6,,,600-1000,,,10.0,14.8,No precipitation,6,,,,
07.01.2020 14:00,24.1,738.7,761.5,-2.6,55,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,24.4,,,2500 or more  or no clouds.,,,10.0,14.5,No precipitation,12,,,,
07.01.2020 11:00,20.2,741.3,764.2,,67,Wind blowing from the east-northeast,3,,7,70 – 80%., ,,,16.4,20.5,,,600-1000,,,8.0,13.9,No precipitation,6,,,,
07.01.2020 08:00,16.6,739.7,762.7,1.6,96,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,20.5,,,2500 or more  or no clouds.,,,5.0,16.0,No precipitation,12,,,,
07.01.2020 05:00,17.1,738.1,761.0,,94,Wind blowing from the north-east,1,,5,,Mist. ,,,17.1,20.5,,,,,,5.0,16.1,No precipitation,6,,,,
07.01.2020 02:00,18.9,737.2,760.1,0.2,85,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,20.5,,,2500 or more  or no clouds.,,,8.0,16.3,No precipitation,12,,,,
06.01.2020 23:00,19.6,737.0,759.8,,80,Wind blowing from the east-northeast,1,,6,, ,,,17.5,20.5,,,,,,9.0,16.1,No precipitation,6,,,,
06.01.2020 20:00,20.0,737.2,760.1,,78,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,20.5,,,600-1000,,,7.0,16.0,Trace of precipitation,12,,,,
06.01.2020 17:00,20.0,736.9,759.7,,79,Wind blowing from the east,3,,6,100%., ,,,17.5,22.5,,,600-1000,,,8.0,16.2,No precipitation,6,,,,
06.01.2020 14:00,19.0,738.1,761.0,-2.7,89,Wind blowing from the east-northeast,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,,,,300-600,,,7.0,17.1,Trace of precipitation,12,,,,
06.01.2020 11:00,18.9,740.8,763.8,,82,Wind blowing from the east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,,,,600-1000,,,7.0,15.8,No precipitation,6,,,,
06.01.2020 08:00,18.1,739.9,762.9,0.7,83,Wind blowing from the east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,6.0,15.2,No precipitation,12,,,,
06.01.2020 05:00,18.2,739.2,762.0,,80,Wind blowing from the north-northeast,0,,5,,Mist. ,,,13.3,23.4,,,,,,6.0,14.7,No precipitation,6,,,,
06.01.2020 02:00,17.6,739.4,762.2,0.0,87,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,23.4,,,2500 or more  or no clouds.,,,5.0,15.4,No precipitation,12,,,,
05.01.2020 23:00,18.4,739.4,762.4,,85,Wind blowing from the north-west,1,,4,,Mist. ,,,13.3,23.4,,,,,,5.0,15.8,No precipitation,6,,,,
05.01.2020 20:00,19.8,739.0,762.1,1.1,78,Wind blowing from the west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,23.4,,,600-1000,,,5.0,15.9,No precipitation,12,,,,
05.01.2020 17:00,22.4,737.9,760.9,,65,Wind blowing from the west-northwest,1,,4,70 – 80%., ,,,13.3,23.4,,,600-1000,,,7.0,15.5,No precipitation,6,,,,
05.01.2020 14:00,22.4,738.4,761.4,-3.6,62,Wind blowing from the west,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,23.0,,,600-1000,,,8.0,14.8,No precipitation,12,,,,
05.01.2020 11:00,16.9,742.0,765.4,,76,Wind blowing from the north-northwest,1,,3,10%  or less  but not 0, ,,,13.2,16.9,,,600-1000,,,7.0,12.6,No precipitation,6,,,,
05.01.2020 08:00,13.7,741.3,764.7,1.5,88,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,13.8,,,600-1000,,,8.0,11.8,No precipitation,12,,,,
05.01.2020 05:00,13.4,739.8,763.2,,90,Wind blowing from the west-southwest,1,,3,, ,,,13.2,13.9,,,,,,8.0,11.8,No precipitation,6,,,,
05.01.2020 02:00,13.5,740.8,764.2,-1.5,92,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,2500 or more  or no clouds.,,,6.0,12.2,0.3,12,,,,
04.01.2020 23:00,13.6,742.3,765.7,,93,Wind blowing from the west,2,,4,,Mist. ,,,13.2,,,,,,,6.0,12.5,0.1,6,,,,
04.01.2020 20:00,13.5,741.2,764.6,0.7,91,Wind blowing from the west-southwest,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,300-600,,,6.0,12.1,1.0,12,,,,
04.01.2020 17:00,13.3,740.5,763.9,,95,Wind blowing from the west-southwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,13.2,,,,300-600,,,4.0,12.5,0.3,6,,,,
04.01.2020 14:00,13.4,741.4,764.8,-2.6,95,Wind blowing from the south-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,,,,300-600,,,2.9,12.6,3.0,12,,,,
04.01.2020 11:00,13.5,744.0,767.4,,93,Wind blowing from the south,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,17.8,,,300-600,,,9.0,12.4,2.0,6,,,,
04.01.2020 08:00,13.6,743.2,766.5,1.0,97,Wind blowing from the east-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,17.8,,,300-600,,,4.3,13.1,2.0,12,,,,
04.01.2020 05:00,13.9,742.2,765.4,,96,Wind blowing from the north-east,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.9,17.8,,,,,,4.5,13.3,0.4,6,,,,
04.01.2020 02:00,14.7,742.9,766.2,-0.5,93,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.8,,,2500 or more  or no clouds.,,,9.0,13.6,No precipitation,12,,,,
03.01.2020 23:00,15.5,743.4,766.6,,91,Wind blowing from the north-east,2,,4,, ,,,15.5,17.8,,,,,,8.0,14.0,No precipitation,6,,,,
03.01.2020 20:00,17.6,742.5,765.6,,92,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,,,,600-1000,,,3.8,16.3,0.1,12,,,,
03.01.2020 17:00,17.5,741.4,764.5,,94,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,,,,600-1000,,,3.1,16.5,0.1,6,,,,
03.01.2020 14:00,17.7,742.0,765.1,-2.2,93,Wind blowing from the east,3,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,,,,600-1000,,,3.1,16.6,0.2,12,,,,
03.01.2020 11:00,17.6,744.2,767.4,,95,Wind blowing from the east-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,,,,300-600,,,2.9,16.8,0.1,6,,,,
03.01.2020 08:00,17.2,743.0,766.1,1.3,97,Wind blowing from the east-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,20.9,,,300-600,,,2.9,16.7,0.3,12,,,,
03.01.2020 05:00,17.2,741.7,764.6,,97,Wind blowing from the east-northeast,2,,5,,Mist. ,,,13.4,20.9,,,,,,3.0,16.7,0.2,6,,,,
03.01.2020 02:00,17.2,742.3,765.3,-0.8,98,Wind blowing from the east-northeast,2,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,20.9,,,2500 or more  or no clouds.,,,1.9,16.9,0.2,12,,,,
02.01.2020 23:00,17.6,743.1,766.3,,95,Wind blowing from the east,2,,,,Rain (not freezing) not falling as shower(s). ,,,12.7,20.9,,,,,,3.5,16.8,No precipitation,6,,,,
02.01.2020 20:00,19.7,742.4,765.6,1.3,79,Wind blowing from the east,3,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,20.9,,,600-1000,,,5.0,16.0,No precipitation,12,,,,
02.01.2020 17:00,20.8,741.1,764.2,,72,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,20.9,,,600-1000,,,5.0,15.6,No precipitation,6,,,,
02.01.2020 14:00,20.3,742.1,765.3,-2.8,70,Wind blowing from the east,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,20.4,,,600-1000,,,5.0,14.7,No precipitation,12,,,,
02.01.2020 11:00,16.2,744.9,768.4,,76,Wind blowing from the west-northwest,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,17.0,,,600-1000,,,5.0,12.0,No precipitation,6,,,,
02.01.2020 08:00,13.6,744.2,767.7,,88,Wind blowing from the west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,17.0,,,600-1000,,,4.7,11.7,No precipitation,12,,,,
02.01.2020 05:00,13.4,742.8,766.1,,87,Wind blowing from the west,1,,3,,Mist. ,,,12.7,17.0,,,,,,4.9,11.3,No precipitation,6,,,,
02.01.2020 02:00,13.1,743.2,766.6,,88,Wind blowing from the west-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,17.0,,,2500 or more  or no clouds.,,,4.9,11.2,No precipitation,12,,,,
01.01.2020 23:00,12.7,744.0,767.5,,89,Wind blowing from the west,1,,4,,Mist. ,,,12.7,17.0,,,,,,4.5,10.9,No precipitation,6,,,,
01.01.2020 20:00,14.3,743.3,766.8,0.7,80,Wind blowing from the west,1,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,17.0,,,600-1000,,,4.8,10.9,No precipitation,12,,,,
01.01.2020 17:00,16.9,742.6,766.0,,63,Wind blowing from the east-northeast,1,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,17.0,,,600-1000,,,5.0,9.8,No precipitation,6,,,,
01.01.2020 14:00,15.1,743.8,767.2,-3.1,65,Wind blowing from the east,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,16.6,,,2500 or more  or no clouds.,,,6.0,8.6,No precipitation,12,,,,
01.01.2020 11:00,14.1,746.9,770.5,,67,Wind blowing from the south,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,16.6,,,600-1000,,,7.0,8.1,No precipitation,6,,,,
01.01.2020 08:00,13.0,746.2,769.8,0.5,71,Wind blowing from the south,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,16.6,,,600-1000,,,7.0,7.9,Trace of precipitation,12,,,,
01.01.2020 05:00,13.4,745.7,769.2,,70,Wind blowing from the south,2,,5,, ,,,13.4,16.6,,,,,,8.0,8.0,No precipitation,6,,,,
