Local time in Ganzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 17:00,20.6,747.1,759.3,0.1,92,Wind blowing from the east,1,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.8,,,1500-2000,,,11.0,19.3,17.0,12,,,,
27.03.2020 14:00,22.1,747.0,759.1,-1.3,87,Wind blowing from the east,3,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.8,,,1500-2000,,,12.0,19.8,3.0,12,,,,
27.03.2020 11:00,21.1,748.3,760.5,0.8,94,Wind blowing from the south-west,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Shower(s).,Rain.,19.1,,,,1500-2000,,,9.0,20.1,3.0,12,,,,
27.03.2020 08:00,19.4,747.5,759.6,0.8,95,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.8,,,1500-2000,,,5.0,18.6,0.9,12,,,,
27.03.2020 05:00,19.2,746.7,758.8,-0.7,96,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,,,19.1,24.8,,,2500 or more  or no clouds.,,,8.0,18.5,No precipitation,12,,,,
27.03.2020 02:00,19.7,747.4,759.5,-0.7,95,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.8,,,2500 or more  or no clouds.,,,6.0,18.9,No precipitation,12,,,,
26.03.2020 23:00,20.2,748.1,760.2,1.3,93,Wind blowing from the north-east,1,,10,,Cloud development not observed or not observable. ,,,19.1,24.8,,,2500 or more  or no clouds.,,,8.0,19.0,15.0,12,,,,
26.03.2020 20:00,22.2,746.8,758.8,0.9,85,Wind blowing from the west,1,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.8,,,1500-2000,,,12.0,19.6,15.0,12,,,,
26.03.2020 17:00,24.5,745.9,757.9,,69,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,,,,14.0,18.4,,,,,,
26.03.2020 14:00,22.4,747.1,759.2,-1.6,78,Wind blowing from the south-southwest,2,,,60%.,Cloud development not observed or not observable. ,Shower(s).,Rain.,19.1,,,,1500-2000,,,15.0,18.4,15.0,12,,,,
26.03.2020 11:00,22.1,748.7,760.8,,79,Wind blowing from the west-northwest,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,,,,1000-1500,,,10.0,18.3,0.2,6,,,,
26.03.2020 08:00,22.4,747.2,759.2,1.7,75,Wind blowing from the west-northwest,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,26.1,,,2500 or more  or no clouds.,,,12.0,17.8,No precipitation,12,,,,
26.03.2020 05:00,21.1,745.5,757.5,,82,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,13.0,17.9,,,,,,
26.03.2020 02:00,21.7,745.6,757.6,-1.9,79,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,26.1,,,2500 or more  or no clouds.,,,10.0,17.9,No precipitation,12,,,,
25.03.2020 23:00,21.1,747.5,759.6,,88,Wind blowing from the east-northeast,1,,11,, ,,,17.5,26.1,,,,,,10.0,19.0,No precipitation,6,,,,
25.03.2020 20:00,23.0,746.2,758.2,,75,Wind blowing from the east,1,,11,90  or more  but not 100%, ,,,17.5,26.1,,,,,,11.0,18.3,No precipitation,6,,,,
25.03.2020 17:00,25.3,745.8,757.9,,63,Wind blowing from the south-southwest,2,,,90  or more  but not 100%, ,,,,,,,,,,13.0,17.8,,,,,,
25.03.2020 14:00,25.8,746.7,758.8,-1.9,62,Wind blowing from the south-west,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,26.1,,,2500 or more  or no clouds.,,,13.0,18.0,No precipitation,12,,,,
25.03.2020 11:00,22.0,748.6,760.7,,83,Wind blowing from the east,1,,,100%., ,,,17.5,23.9,,,1000-1500,,,7.0,19.0,No precipitation,6,,,,
25.03.2020 08:00,18.2,748.5,760.6,1.0,99,Wind blowing from the east-northeast,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.9,,,1000-1500,,,4.0,18.0,No precipitation,12,,,,
25.03.2020 05:00,17.7,747.5,759.7,,98,Wind blowing from the north-east,2,,4,,Mist. ,,,17.7,23.9,,,,,,6.0,17.4,No precipitation,6,,,,
25.03.2020 02:00,18.3,747.9,760.0,-0.6,97,Wind blowing from the north-east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,23.9,,,2500 or more  or no clouds.,,,5.0,17.8,No precipitation,12,,,,
24.03.2020 23:00,19.5,748.5,760.6,,95,Wind blowing from the north-east,1,,5,,Mist. ,,,17.9,23.9,,,,,,5.0,18.7,No precipitation,6,,,,
24.03.2020 20:00,21.0,748.0,760.2,0.3,90,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,23.9,,,2500 or more  or no clouds.,,,7.0,19.3,2.0,12,,,,
24.03.2020 17:00,23.0,747.7,759.9,,81,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,1000-1500,,,13.0,19.6,,,,,,
24.03.2020 14:00,22.5,748.3,760.5,,84,Wind blowing from the west-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,22.5,,,2500 or more  or no clouds.,,,13.0,19.7,2.0,12,,,,
24.03.2020 11:00,19.8,750.4,762.6,,96,Wind blowing from the north-east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,17.9,21.8,,,1500-2000,,,5.0,19.1,2.0,6,,,,
24.03.2020 08:00,18.3,750.1,762.4,,98,Wind blowing from the north-east,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,21.8,,,1500-2000,,,4.3,18.0,0.3,12,,,,
24.03.2020 05:00,17.9,748.4,760.6,,98,Wind blowing from the north-northeast,2,,4,,Mist. ,,,17.9,21.8,,,,,,1.6,17.6,No precipitation,6,,,,
24.03.2020 02:00,18.8,749.5,761.6,-0.7,96,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,21.8,,,2500 or more  or no clouds.,,,11.0,18.1,No precipitation,12,,,,
23.03.2020 23:00,19.3,750.2,762.4,,95,Wind blowing from the north-east,1,,5,, ,,,19.2,21.8,,,,,,9.0,18.5,No precipitation,6,,,,
23.03.2020 20:00,19.9,749.2,761.4,,93,Wind blowing from the north-east,2,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,22.4,,,2500 or more  or no clouds.,,,5.0,18.7,13.0,12,,,,
23.03.2020 17:00,21.1,748.0,760.2,,86,Wind blowing from the south-southeast,1,,,100%., ,,,,,,,1500-2000,,,10.0,18.7,,,,,,
23.03.2020 14:00,20.7,748.6,760.7,-2.5,90,Wind blowing from the east,1,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,1500-2000,,,14.0,19.0,13.0,12,,,,
23.03.2020 11:00,19.6,751.1,763.3,,95,Wind blowing from the north,2,,9,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,1500-2000,,,1.6,18.8,9.0,6,,,,
23.03.2020 08:00,20.0,749.3,761.5,,91,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,1500-2000,,,8.0,18.5,No precipitation,12,,,,
23.03.2020 05:00,19.3,748.2,760.2,,94,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,8.0,18.3,,,,,,
23.03.2020 02:00,20.0,748.4,760.4,-0.9,90,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,30.7,,,2500 or more  or no clouds.,,,12.0,18.3,No precipitation,12,,,,
22.03.2020 23:00,21.7,749.3,761.3,,81,Wind blowing from the east-northeast,1,,8,, ,,,20.4,30.7,,,,,,15.0,18.3,No precipitation,6,,,,
22.03.2020 20:00,22.4,747.7,759.8,,82,Wind blowing from the north-east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,30.7,,,1000-1500,,,14.0,19.2,No precipitation,12,,,,
22.03.2020 17:00,29.7,745.0,756.8,,53,Wind blowing from the west-southwest,2,,,100%., ,,,,,,,2000-2500,,,13.0,19.1,,,,,,
22.03.2020 14:00,29.4,746.1,757.9,-1.9,54,Wind blowing from the south-west,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,30.3,,,2500 or more  or no clouds.,,,13.0,19.1,No precipitation,12,,,,
22.03.2020 11:00,27.2,748.0,760.0,,62,Wind blowing from the south-west,4,,8,10%  or less  but not 0, ,,,20.4,27.3,,,1000-1500,,,12.0,19.3,No precipitation,6,,,,
22.03.2020 08:00,21.8,747.7,759.7,2.0,87,Wind blowing from the west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,24.6,,,2500 or more  or no clouds.,,,8.0,19.5,Trace of precipitation,12,,,,
22.03.2020 05:00,20.9,745.7,757.7,,88,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,11.0,18.8,,,,,,
22.03.2020 02:00,24.1,746.0,757.9,-0.5,74,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,24.6,,,2500 or more  or no clouds.,,,15.0,19.2,No precipitation,12,,,,
21.03.2020 23:00,24.3,746.5,758.5,,72,Wind blowing from the south-west,3,,8,, ,,,,24.6,,,,,,15.0,18.9,No precipitation,6,,,,
21.03.2020 20:00,24.1,746.4,758.4,,75,Wind blowing from the west-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,24.6,,,,,,16.0,19.4,Trace of precipitation,12,,,,
21.03.2020 17:00,24.5,745.8,757.8,,74,Wind blowing from the south-east,1,,,90  or more  but not 100%, ,,,,,,,,,,16.0,19.6,,,,,,
21.03.2020 14:00,23.9,746.8,758.9,-1.7,76,Wind blowing from the south-southwest,2,,6,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,25.7,,,2500 or more  or no clouds.,,,3.7,19.4,Trace of precipitation,12,,,,
21.03.2020 11:00,23.5,748.5,760.6,,79,Wind blowing from the west,1,,,100%., ,,,,,,,1500-2000,,,15.0,19.6,,,,,,
21.03.2020 08:00,20.4,748.6,760.7,,93,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,25.7,,,1500-2000,,,12.0,19.2,No precipitation,12,,,,
21.03.2020 05:00,20.5,747.1,759.1,,90,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,11.0,18.8,,,,,,
21.03.2020 02:00,19.9,747.4,759.4,-1.0,93,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,25.7,,,2500 or more  or no clouds.,,,10.0,18.7,No precipitation,12,,,,
20.03.2020 23:00,20.7,748.4,760.6,,89,Calm  no wind,0,,,, ,,,16.3,25.7,,,,,,9.0,18.8,No precipitation,6,,,,
20.03.2020 20:00,22.2,747.0,759.1,0.7,81,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,25.7,,,1500-2000,,,10.0,18.8,No precipitation,12,,,,
20.03.2020 17:00,24.5,746.3,758.4,,69,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,,,,,1500-2000,,,8.0,18.4,,,,,,
20.03.2020 14:00,23.5,748.1,760.3,-2.3,70,Wind blowing from the south-southwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,23.8,,,1500-2000,,,8.0,17.7,0.1,12,,,,
20.03.2020 11:00,19.1,750.4,762.7,,90,Wind blowing from the east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,19.1,,,,,,6.0,17.4,No precipitation,6,,,,
20.03.2020 08:00,16.7,750.1,762.4,0.9,99,Wind blowing from the north,0,,2,100%.,Fog or ice fog. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.4,,,1500-2000,,,1.4,16.5,0.2,12,,,,
20.03.2020 05:00,16.3,749.2,761.5,,99,Wind blowing from the south,0,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,,17.4,,,,,,0.2,16.1,0.1,6,,,,
20.03.2020 02:00,16.4,750.1,762.4,,98,Wind blowing from the west-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.4,,,2500 or more  or no clouds.,,,2.7,16.1,0.1,12,,,,
19.03.2020 23:00,16.6,751.0,763.4,,98,Calm  no wind,0,,,, ,,,,17.4,,,,,,7.0,16.3,0.1,6,,,,
19.03.2020 20:00,16.9,750.3,762.7,,96,Wind blowing from the north-west,0,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.4,,,1500-2000,,,7.0,16.3,Trace of precipitation,6,,,,
19.03.2020 17:00,17.1,748.9,761.3,,95,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.4,,,1500-2000,,,9.0,16.3,No precipitation,6,,,,
19.03.2020 14:00,17.2,749.5,761.9,,92,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.4,,,1500-2000,,,13.0,15.9,7.0,12,,,,
19.03.2020 11:00,16.3,750.6,763.0,,96,Wind blowing from the north-east,1,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,16.4,,,,,,7.0,15.7,5.0,6,,,,
19.03.2020 08:00,15.0,749.8,762.1,1.7,98,Wind blowing from the south-east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,5.0,14.7,25.0,12,,,,
19.03.2020 05:00,14.7,748.1,760.5,,98,Wind blowing from the north-northwest,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,,15.7,,,,,,4.4,14.4,8.0,6,,,,
19.03.2020 02:00,14.7,748.6,761.0,-1.1,98,Wind blowing from the west-northwest,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,15.7,,,2500 or more  or no clouds.,,,4.0,14.4,23.0,12,,,,
18.03.2020 23:00,14.8,749.7,762.1,,98,Wind blowing from the north,1,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,,,13.6,15.7,,,,,,3.3,14.5,16.0,6,,,,
18.03.2020 20:00,15.0,749.5,762.0,,96,Wind blowing from the south,1,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,15.7,,,1000-1500,,,4.0,14.4,5.0,6,,,,
18.03.2020 17:00,15.2,748.9,761.2,,95,Wind blowing from the west,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,15.7,,,,,,3.8,14.4,0.1,6,,,,
18.03.2020 14:00,15.4,749.4,761.8,,92,Wind blowing from the south,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,15.4,,,2500 or more  or no clouds.,,,7.0,14.1,1.0,12,,,,
