Local time in Baise,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,20.6,742.6,758.0,,67,Wind blowing from the north-northeast,8,,12,70 – 80%., ,,,17.4,28.8,,,600-1000,,,17.0,14.3,No precipitation,6,,,,
24.01.2020 14:00,27.7,743.5,758.7,-3.6,53,Wind blowing from the south-east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,29.3,,,600-1000,,,18.0,17.3,No precipitation,12,,,,
24.01.2020 11:00,22.2,747.1,762.4,,81,Wind blowing from the east-northeast,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,29.3,,,2500 or more  or no clouds.,,,4.2,18.8,No precipitation,6,,,,
24.01.2020 08:00,17.6,745.9,761.3,1.5,99,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,29.3,,,1000-1500,,,2.6,17.4,No precipitation,12,,,,
24.01.2020 05:00,18.3,744.4,759.7,,98,Wind blowing from the north-northwest,1,,7,,Mist. ,,,16.5,29.3,,,,,,3.3,18.0,No precipitation,6,,,,
24.01.2020 02:00,20.7,745.0,760.1,,85,Wind blowing from the north-west,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,29.3,,,2500 or more  or no clouds.,,,5.0,18.1,No precipitation,12,,,,
23.01.2020 20:00,24.5,742.6,757.9,2.1,58,Wind blowing from the south-east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,29.3,,,,,,19.0,15.7,No precipitation,12,,,,
23.01.2020 17:00,28.8,740.5,755.7,,41,Wind blowing from the east-southeast,3,,9,10%  or less  but not 0, ,,,16.5,29.3,,,600-1000,,,27.0,14.2,No precipitation,6,,,,
23.01.2020 14:00,28.9,742.3,757.6,-3.6,48,Wind blowing from the east,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,29.2,,,600-1000,,,18.0,16.8,No precipitation,12,,,,
23.01.2020 11:00,22.4,745.9,761.3,,78,Wind blowing from the south,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,26.4,,,,,,3.7,18.4,No precipitation,6,,,,
23.01.2020 08:00,16.6,745.0,760.4,1.1,99,Wind blowing from the north-west,0,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,26.4,,,2000-2500,,,2.7,16.4,No precipitation,12,,,,
23.01.2020 05:00,16.8,743.9,759.2,,99,Wind blowing from the west-northwest,0,,9,,Mist. ,,,15.1,26.4,,,,,,3.1,16.6,No precipitation,6,,,,
23.01.2020 02:00,17.5,744.7,760.1,,98,Wind blowing from the north-northwest,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,26.4,,,2500 or more  or no clouds.,,,5.0,17.2,No precipitation,12,,,,
22.01.2020 23:00,19.9,744.8,760.2,,86,Wind blowing from the north-west,1,,9,, ,,,15.1,26.4,,,,,,11.0,17.5,No precipitation,6,,,,
22.01.2020 20:00,22.3,743.4,758.8,1.4,72,Wind blowing from the south-east,2,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,26.4,,,600-1000,,,30.0,17.0,No precipitation,12,,,,
22.01.2020 17:00,25.4,742.0,757.3,,59,Wind blowing from the east-southeast,3,,7,60%., ,,,15.1,26.4,,,1000-1500,,,30.0,16.8,No precipitation,6,,,,
22.01.2020 14:00,25.0,744.2,759.6,,62,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,25.1,,,1000-1500,,,7.0,17.2,No precipitation,12,,,,
22.01.2020 11:00,20.0,747.5,763.0,,81,Wind blowing from the south,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,20.2,,,1000-1500,,,3.7,16.6,No precipitation,6,,,,
22.01.2020 08:00,15.1,746.8,762.4,0.9,99,Wind blowing from the north,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,19.4,,,1000-1500,,,2.1,14.9,No precipitation,12,,,,
22.01.2020 05:00,15.7,745.9,761.5,,97,Wind blowing from the east-northeast,1,,3,,Mist. ,,,12.2,19.4,,,,,,3.6,15.2,No precipitation,6,,,,
22.01.2020 02:00,15.8,746.8,762.4,,97,Wind blowing from the west,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,19.4,,,2500 or more  or no clouds.,,,3.6,15.3,No precipitation,12,,,,
21.01.2020 23:00,16.5,747.1,762.7,,90,Wind blowing from the north-west,1,,4,,Mist. ,,,12.2,19.4,,,,,,4.1,14.9,No precipitation,6,,,,
21.01.2020 20:00,17.5,745.6,761.3,0.3,79,Wind blowing from the west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,19.4,,,1000-1500,,,4.0,13.8,No precipitation,12,,,,
21.01.2020 17:00,18.3,745.3,761.0,,73,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,19.4,,,1000-1500,,,3.6,13.4,No precipitation,6,,,,
21.01.2020 14:00,18.0,747.3,763.0,,70,Wind blowing from the south,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,18.5,,,600-1000,,,4.0,12.5,No precipitation,12,,,,
21.01.2020 11:00,14.5,750.4,766.3,,85,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,14.7,,,2500 or more  or no clouds.,,,3.2,12.0,No precipitation,6,,,,
21.01.2020 08:00,12.4,749.5,765.4,0.9,94,Wind blowing from the west,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,,,,2500 or more  or no clouds.,,,3.8,11.5,No precipitation,12,,,,
21.01.2020 05:00,12.2,748.6,764.5,,92,Wind blowing from the west,1,,6,,Mist. ,,,12.1,14.7,,,,,,4.7,10.9,No precipitation,6,,,,
21.01.2020 02:00,12.5,749.5,765.4,-0.7,87,Wind blowing from the south,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,14.7,,,2500 or more  or no clouds.,,,7.0,10.4,No precipitation,12,,,,
20.01.2020 23:00,12.7,750.2,766.1,,85,Wind blowing from the east-southeast,1,,,,Mist. ,,,12.1,14.7,,,,,,7.0,10.2,No precipitation,6,,,,
20.01.2020 20:00,12.9,749.2,765.1,,83,Wind blowing from the south-east,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,14.7,,,600-1000,,,7.0,10.1,No precipitation,12,,,,
20.01.2020 17:00,13.4,748.1,763.9,,76,Wind blowing from the east-southeast,3,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,14.7,,,600-1000,,,5.0,9.3,No precipitation,6,,,,
20.01.2020 14:00,14.4,749.4,765.2,-2.5,66,Wind blowing from the south-east,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,15.1,,,600-1000,,,6.0,8.1,No precipitation,12,,,,
20.01.2020 11:00,13.5,751.9,767.8,,68,Wind blowing from the east,2,,4,100%., ,,,12.1,15.1,,,1000-1500,,,7.0,7.7,No precipitation,6,,,,
20.01.2020 08:00,12.6,750.8,766.7,1.0,73,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,15.1,,,1000-1500,,,6.0,7.9,No precipitation,12,,,,
20.01.2020 05:00,12.5,749.8,765.7,,75,Wind blowing from the south-west,1,,3,,Mist. ,,,10.6,15.1,,,,,,7.0,8.2,No precipitation,6,,,,
20.01.2020 02:00,12.7,750.4,766.2,-0.5,71,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,15.1,,,2500 or more  or no clouds.,,,8.0,7.6,No precipitation,12,,,,
19.01.2020 23:00,13.5,750.9,766.8,,65,Wind blowing from the south-southeast,1,,4,,Haze. ,,,10.6,15.1,,,,,,7.0,7.1,No precipitation,6,,,,
19.01.2020 20:00,13.8,750.5,766.5,0.6,67,Wind blowing from the north-northwest,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,15.1,,,1000-1500,,,6.0,7.8,No precipitation,12,,,,
19.01.2020 17:00,14.5,749.9,765.8,,61,Wind blowing from the south,2,,4,100%., ,,,10.6,15.1,,,1000-1500,,,10.0,7.1,No precipitation,6,,,,
19.01.2020 14:00,15.1,751.5,767.4,-2.8,62,Wind blowing from the south,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,15.1,,,600-1000,,,11.0,7.9,No precipitation,12,,,,
19.01.2020 11:00,12.8,754.3,770.4,,83,Wind blowing from the south-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,12.8,,,600-1000,,,4.6,10.0,No precipitation,6,,,,
19.01.2020 08:00,10.8,753.0,769.0,1.1,95,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.7,,,600-1000,,,9.0,10.0,Trace of precipitation,12,,,,
19.01.2020 05:00,10.8,751.9,768.0,,94,Wind blowing from the north-west,1,,5,, ,,,10.2,12.7,,,,,,10.0,9.9,No precipitation,6,,,,
19.01.2020 02:00,10.8,752.2,768.2,0.7,97,Wind blowing from the south-southwest,2,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.7,,,2500 or more  or no clouds.,,,7.0,10.3,No precipitation,12,,,,
18.01.2020 23:00,11.1,751.5,767.5,,94,Wind blowing from the south,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.2,12.7,,,,,,5.0,10.2,No precipitation,6,,,,
18.01.2020 20:00,12.3,748.9,764.9,1.9,79,Wind blowing from the south-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,13.4,,,600-1000,,,24.0,8.8,0.1,12,,,,
18.01.2020 17:00,12.5,747.0,762.9,,75,Wind blowing from the south-southeast,2,,5,100%., ,,,10.2,14.7,,,600-1000,,,25.0,8.2,No precipitation,6,,,,
18.01.2020 14:00,12.2,748.0,763.9,-2.7,79,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,14.8,,,600-1000,,,18.0,8.7,0.2,12,,,,
18.01.2020 11:00,11.5,750.7,766.6,,84,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,15.0,,,600-1000,,,24.0,8.9,0.2,6,,,,
18.01.2020 08:00,10.2,750.1,766.1,1.1,95,Wind blowing from the east-southeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,15.0,,,300-600,,,4.7,9.4,0.1,12,,,,
18.01.2020 05:00,10.4,749.0,764.9,,96,Wind blowing from the south,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.3,15.0,,,,,,3.1,9.8,No precipitation,6,,,,
18.01.2020 02:00,12.0,750.1,766.0,-0.2,78,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,15.0,,,2500 or more  or no clouds.,,,13.0,8.3,No precipitation,12,,,,
17.01.2020 23:00,12.7,750.3,766.2,,72,Wind blowing from the east-northeast,3,,7,, ,,,12.2,15.0,,,,,,15.0,7.8,No precipitation,6,,,,
17.01.2020 20:00,13.4,749.5,765.4,0.9,68,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,15.0,,,1000-1500,,,16.0,7.6,No precipitation,12,,,,
17.01.2020 17:00,14.7,748.6,764.5,,61,Wind blowing from the south-southeast,2,,5,100%., ,,,12.2,15.0,,,1500-2000,,,23.0,7.3,No precipitation,6,,,,
17.01.2020 14:00,14.5,749.9,765.7,-2.7,61,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,15.0,,,1000-1500,,,25.0,7.1,No precipitation,12,,,,
17.01.2020 11:00,13.5,752.6,768.5,,64,Wind blowing from the south,2,,5,100%., ,,,12.2,15.0,,,1500-2000,,,17.0,6.8,No precipitation,6,,,,
17.01.2020 08:00,12.3,751.8,767.7,0.8,68,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,15.0,,,1000-1500,,,28.0,6.4,No precipitation,12,,,,
17.01.2020 05:00,12.5,751.0,766.9,,67,Wind blowing from the south,3,,5,, ,,,12.5,16.8,,,,,,29.0,6.5,No precipitation,6,,,,
17.01.2020 02:00,13.0,751.5,767.4,0.2,65,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,17.6,,,2500 or more  or no clouds.,,,28.0,6.6,No precipitation,12,,,,
16.01.2020 23:00,13.6,751.3,767.2,,66,Wind blowing from the south-east,2,,5,, ,,,13.6,,,,,,,25.0,7.4,No precipitation,6,,,,
16.01.2020 20:00,14.2,750.2,766.0,1.1,64,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,,,,1000-1500,,,19.0,7.5,No precipitation,12,,,,
16.01.2020 17:00,14.7,749.1,764.8,,68,Wind blowing from the south-southeast,1,,7,100%., ,,,14.0,,,,1000-1500,,,24.0,8.9,No precipitation,6,,,,
16.01.2020 14:00,14.5,749.6,765.4,-1.7,70,Wind blowing from the west-southwest,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,,,,1000-1500,,,30.0,9.1,No precipitation,12,,,,
16.01.2020 11:00,14.5,751.3,767.1,,62,Wind blowing from the north-northeast,2,,9,100%., ,,,14.0,,,,1000-1500,,,30.0,7.3,No precipitation,6,,,,
